"STATE","STATEABBREVIATION","COUNTY","STATEFP","COUNTYFP","INDICATOR","YEAR","VALUE"
"Arkansas","AR","Jefferson County","05","069","opioid_RxRate","2006","82.8"
"Arkansas","AR","Johnson County","05","071","opioid_RxRate","2006","26.4"
"Arkansas","AR","Lawrence County","05","075","opioid_RxRate","2006","28.6"
"Arkansas","AR","Lincoln County","05","079","opioid_RxRate","2006","32.9"
"Arkansas","AR","Little River County","05","081","opioid_RxRate","2006","82"
"Arkansas","AR","Logan County","05","083","opioid_RxRate","2006","43.4"
"Arkansas","AR","Lonoke County","05","085","opioid_RxRate","2006","67.5"
"Arkansas","AR","Madison County","05","087","opioid_RxRate","2006","60.7"
"Arkansas","AR","Marion County","05","089","opioid_RxRate","2006","47.9"
"Arkansas","AR","Miller County","05","091","opioid_RxRate","2006","54.2"
"Arkansas","AR","Mississippi County","05","093","opioid_RxRate","2006","106.2"
"Arkansas","AR","Monroe County","05","095","opioid_RxRate","2006","50.7"
"Arkansas","AR","Montgomery County","05","097","opioid_RxRate","2006","60.1"
"Arkansas","AR","Ouachita County","05","103","opioid_RxRate","2006","96.5"
"Arkansas","AR","Perry County","05","105","opioid_RxRate","2006","52.9"
"Arkansas","AR","Phillips County","05","107","opioid_RxRate","2006","155.6"
"Arkansas","AR","Poinsett County","05","111","opioid_RxRate","2006","60"
"Arkansas","AR","Polk County","05","113","opioid_RxRate","2006","135.1"
"Arkansas","AR","Pope County","05","115","opioid_RxRate","2006","133.7"
"Arkansas","AR","Prairie County","05","117","opioid_RxRate","2006","99.4"
"Arkansas","AR","Pulaski County","05","119","opioid_RxRate","2006","103"
"Arkansas","AR","Randolph County","05","121","opioid_RxRate","2006","79"
"Arkansas","AR","St. Francis County","05","123","opioid_RxRate","2006","73.6"
"Arkansas","AR","Saline County","05","125","opioid_RxRate","2006","89.3"
"Arkansas","AR","Scott County","05","127","opioid_RxRate","2006","194.4"
"Arkansas","AR","Sebastian County","05","131","opioid_RxRate","2006","171.7"
"Arkansas","AR","Sevier County","05","133","opioid_RxRate","2006","28.5"
"Arkansas","AR","Sharp County","05","135","opioid_RxRate","2006","157.1"
"Arkansas","AR","Stone County","05","137","opioid_RxRate","2006","120.1"
"Arkansas","AR","Union County","05","139","opioid_RxRate","2006","115.3"
"Arkansas","AR","Van Buren County","05","141","opioid_RxRate","2006","69"
"Arkansas","AR","Washington County","05","143","opioid_RxRate","2006","94.2"
"Arkansas","AR","White County","05","145","opioid_RxRate","2006","103.9"
"Arkansas","AR","Yell County","05","149","opioid_RxRate","2006","24.2"
"Arizona","AZ","Apache County","04","001","opioid_RxRate","2006","16"
"Arizona","AZ","Cochise County","04","003","opioid_RxRate","2006","70.3"
"Arizona","AZ","Coconino County","04","005","opioid_RxRate","2006","55.1"
"Arizona","AZ","Gila County","04","007","opioid_RxRate","2006","109.4"
"Arizona","AZ","Graham County","04","009","opioid_RxRate","2006","99.6"
"Arizona","AZ","La Paz County","04","012","opioid_RxRate","2006","52.1"
"Arizona","AZ","Maricopa County","04","013","opioid_RxRate","2006","71.7"
"Arizona","AZ","Mohave County","04","015","opioid_RxRate","2006","117.2"
"Arizona","AZ","Navajo County","04","017","opioid_RxRate","2006","67.6"
"Arizona","AZ","Pima County","04","019","opioid_RxRate","2006","86.3"
"Arizona","AZ","Pinal County","04","021","opioid_RxRate","2006","69"
"Arizona","AZ","Santa Cruz County","04","023","opioid_RxRate","2006","31.5"
"Arizona","AZ","Yavapai County","04","025","opioid_RxRate","2006","93.7"
"Arizona","AZ","Yuma County","04","027","opioid_RxRate","2006","46.9"
"California","CA","Alameda County","06","001","opioid_RxRate","2006","39.7"
"California","CA","Amador County","06","005","opioid_RxRate","2006","105"
"California","CA","Butte County","06","007","opioid_RxRate","2006","154.1"
"California","CA","Calaveras County","06","009","opioid_RxRate","2006","87.5"
"California","CA","Colusa County","06","011","opioid_RxRate","2006","32.2"
"California","CA","Contra Costa County","06","013","opioid_RxRate","2006","50.6"
"California","CA","Del Norte County","06","015","opioid_RxRate","2006","127.1"
"California","CA","El Dorado County","06","017","opioid_RxRate","2006","83.1"
"California","CA","Fresno County","06","019","opioid_RxRate","2006","61.5"
"California","CA","Glenn County","06","021","opioid_RxRate","2006","84.1"
"California","CA","Humboldt County","06","023","opioid_RxRate","2006","132.3"
"California","CA","Imperial County","06","025","opioid_RxRate","2006","51.7"
"California","CA","Inyo County","06","027","opioid_RxRate","2006","76"
"California","CA","Kern County","06","029","opioid_RxRate","2006","59.3"
"California","CA","Kings County","06","031","opioid_RxRate","2006","60"
"California","CA","Lake County","06","033","opioid_RxRate","2006","139"
"California","CA","Lassen County","06","035","opioid_RxRate","2006","105.3"
"California","CA","Los Angeles County","06","037","opioid_RxRate","2006","37.9"
"California","CA","Madera County","06","039","opioid_RxRate","2006","48.6"
"California","CA","Marin County","06","041","opioid_RxRate","2006","55.7"
"California","CA","Mariposa County","06","043","opioid_RxRate","2006","33.2"
"California","CA","Mendocino County","06","045","opioid_RxRate","2006","114.1"
"California","CA","Merced County","06","047","opioid_RxRate","2006","60.6"
"California","CA","Modoc County","06","049","opioid_RxRate","2006","114.4"
"California","CA","Mono County","06","051","opioid_RxRate","2006","59.7"
"California","CA","Monterey County","06","053","opioid_RxRate","2006","62.5"
"California","CA","Napa County","06","055","opioid_RxRate","2006","40.2"
"California","CA","Nevada County","06","057","opioid_RxRate","2006","101"
"California","CA","Orange County","06","059","opioid_RxRate","2006","48.3"
"California","CA","Placer County","06","061","opioid_RxRate","2006","75.5"
"California","CA","Plumas County","06","063","opioid_RxRate","2006","106.1"
"California","CA","Riverside County","06","065","opioid_RxRate","2006","53.2"
"California","CA","Sacramento County","06","067","opioid_RxRate","2006","57.9"
"California","CA","San Benito County","06","069","opioid_RxRate","2006","49.3"
"California","CA","San Bernardino County","06","071","opioid_RxRate","2006","47.5"
"California","CA","San Diego County","06","073","opioid_RxRate","2006","44"
"California","CA","San Francisco County","06","075","opioid_RxRate","2006","42.7"
"California","CA","San Joaquin County","06","077","opioid_RxRate","2006","60.5"
"California","CA","San Luis Obispo County","06","079","opioid_RxRate","2006","77.9"
"California","CA","San Mateo County","06","081","opioid_RxRate","2006","39.3"
"California","CA","Santa Barbara County","06","083","opioid_RxRate","2006","66.7"
"California","CA","Santa Clara County","06","085","opioid_RxRate","2006","30.3"
"California","CA","Santa Cruz County","06","087","opioid_RxRate","2006","77.2"
"California","CA","Shasta County","06","089","opioid_RxRate","2006","179.6"
"California","CA","Siskiyou County","06","093","opioid_RxRate","2006","107.3"
"California","CA","Solano County","06","095","opioid_RxRate","2006","48.3"
"California","CA","Sonoma County","06","097","opioid_RxRate","2006","70.1"
"California","CA","Stanislaus County","06","099","opioid_RxRate","2006","98.4"
"California","CA","Sutter County","06","101","opioid_RxRate","2006","134.3"
"California","CA","Tehama County","06","103","opioid_RxRate","2006","109.4"
"California","CA","Trinity County","06","105","opioid_RxRate","2006","120.5"
"California","CA","Tulare County","06","107","opioid_RxRate","2006","72.1"
"California","CA","Tuolumne County","06","109","opioid_RxRate","2006","126.3"
"California","CA","Ventura County","06","111","opioid_RxRate","2006","59.9"
"California","CA","Yolo County","06","113","opioid_RxRate","2006","55.8"
"California","CA","Yuba County","06","115","opioid_RxRate","2006","76.1"
"Colorado","CO","Adams County","08","001","opioid_RxRate","2006","52.6"
"Colorado","CO","Alamosa County","08","003","opioid_RxRate","2006","172.7"
"Colorado","CO","Arapahoe County","08","005","opioid_RxRate","2006","56.9"
"Colorado","CO","Archuleta County","08","007","opioid_RxRate","2006","50"
"Colorado","CO","Baca County","08","009","opioid_RxRate","2006","80.4"
"Colorado","CO","Bent County","08","011","opioid_RxRate","2006","32.7"
"Colorado","CO","Boulder County","08","013","opioid_RxRate","2006","59.3"
"Colorado","CO","Broomfield County","08","014","opioid_RxRate","2006","51.8"
"Colorado","CO","Chaffee County","08","015","opioid_RxRate","2006","88.7"
"Colorado","CO","Cheyenne County","08","017","opioid_RxRate","2006","45"
"Colorado","CO","Clear Creek County","08","019","opioid_RxRate","2006","48.2"
"Colorado","CO","Crowley County","08","025","opioid_RxRate","2006","32.3"
"Colorado","CO","Delta County","08","029","opioid_RxRate","2006","81.2"
"Colorado","CO","Denver County","08","031","opioid_RxRate","2006","42.8"
"Colorado","CO","Douglas County","08","035","opioid_RxRate","2006","55.5"
"Colorado","CO","Eagle County","08","037","opioid_RxRate","2006","51.9"
"Colorado","CO","Elbert County","08","039","opioid_RxRate","2006","24.1"
"Colorado","CO","El Paso County","08","041","opioid_RxRate","2006","66.3"
"Colorado","CO","Fremont County","08","043","opioid_RxRate","2006","66.3"
"Colorado","CO","Garfield County","08","045","opioid_RxRate","2006","93.4"
"Colorado","CO","Grand County","08","049","opioid_RxRate","2006","51.1"
"Colorado","CO","Gunnison County","08","051","opioid_RxRate","2006","49.8"
"Colorado","CO","Huerfano County","08","055","opioid_RxRate","2006","93.5"
"Colorado","CO","Jefferson County","08","059","opioid_RxRate","2006","72.2"
"Colorado","CO","Kiowa County","08","061","opioid_RxRate","2006","77"
"Colorado","CO","Lake County","08","065","opioid_RxRate","2006","72.6"
"Colorado","CO","La Plata County","08","067","opioid_RxRate","2006","80.2"
"Colorado","CO","Larimer County","08","069","opioid_RxRate","2006","65.4"
"Colorado","CO","Las Animas County","08","071","opioid_RxRate","2006","117.3"
"Colorado","CO","Logan County","08","075","opioid_RxRate","2006","61.4"
"Colorado","CO","Mesa County","08","077","opioid_RxRate","2006","93.1"
"Colorado","CO","Moffat County","08","081","opioid_RxRate","2006","95.9"
"Colorado","CO","Montezuma County","08","083","opioid_RxRate","2006","77.6"
"Colorado","CO","Montrose County","08","085","opioid_RxRate","2006","85.9"
"Colorado","CO","Morgan County","08","087","opioid_RxRate","2006","70.8"
"Colorado","CO","Otero County","08","089","opioid_RxRate","2006","105.9"
"Colorado","CO","Ouray County","08","091","opioid_RxRate","2006","49.8"
"Colorado","CO","Park County","08","093","opioid_RxRate","2006","14.5"
"Colorado","CO","Phillips County","08","095","opioid_RxRate","2006","38"
"Colorado","CO","Pitkin County","08","097","opioid_RxRate","2006","23.5"
"Colorado","CO","Prowers County","08","099","opioid_RxRate","2006","78.6"
"Colorado","CO","Pueblo County","08","101","opioid_RxRate","2006","102.4"
"Colorado","CO","Rio Grande County","08","105","opioid_RxRate","2006","50.1"
"Colorado","CO","Routt County","08","107","opioid_RxRate","2006","86.2"
"Colorado","CO","San Miguel County","08","113","opioid_RxRate","2006","42.9"
"Colorado","CO","Sedgwick County","08","115","opioid_RxRate","2006","81"
"Colorado","CO","Summit County","08","117","opioid_RxRate","2006","75.6"
"Colorado","CO","Teller County","08","119","opioid_RxRate","2006","76.5"
"Colorado","CO","Washington County","08","121","opioid_RxRate","2006","41.4"
"Colorado","CO","Weld County","08","123","opioid_RxRate","2006","56.5"
"Colorado","CO","Yuma County","08","125","opioid_RxRate","2006","64.3"
"Connecticut","CT","Fairfield County","09","001","opioid_RxRate","2006","50.4"
"Connecticut","CT","Hartford County","09","003","opioid_RxRate","2006","68.9"
"Connecticut","CT","Litchfield County","09","005","opioid_RxRate","2006","67"
"Connecticut","CT","Middlesex County","09","007","opioid_RxRate","2006","67.4"
"Connecticut","CT","New Haven County","09","009","opioid_RxRate","2006","73.3"
"Connecticut","CT","New London County","09","011","opioid_RxRate","2006","73"
"Connecticut","CT","Tolland County","09","013","opioid_RxRate","2006","47.8"
"Connecticut","CT","Windham County","09","015","opioid_RxRate","2006","73.7"
"District of Columbia","DC","District of Columbia","11","001","opioid_RxRate","2006","31.7"
"Delaware","DE","Kent County","10","001","opioid_RxRate","2006","80.9"
"Delaware","DE","New Castle County","10","003","opioid_RxRate","2006","81.6"
"Delaware","DE","Sussex County","10","005","opioid_RxRate","2006","105.7"
"Florida","FL","Alachua County","12","001","opioid_RxRate","2006","87.4"
"Florida","FL","Baker County","12","003","opioid_RxRate","2006","148"
"Florida","FL","Bay County","12","005","opioid_RxRate","2006","120.4"
"Florida","FL","Bradford County","12","007","opioid_RxRate","2006","94"
"Florida","FL","Brevard County","12","009","opioid_RxRate","2006","95.5"
"Florida","FL","Broward County","12","011","opioid_RxRate","2006","66.2"
"Florida","FL","Calhoun County","12","013","opioid_RxRate","2006","77.1"
"Florida","FL","Charlotte County","12","015","opioid_RxRate","2006","102.3"
"Florida","FL","Citrus County","12","017","opioid_RxRate","2006","100"
"Florida","FL","Clay County","12","019","opioid_RxRate","2006","94.9"
"Florida","FL","Collier County","12","021","opioid_RxRate","2006","76.1"
"Florida","FL","Columbia County","12","023","opioid_RxRate","2006","127.3"
"Florida","FL","DeSoto County","12","027","opioid_RxRate","2006","60.1"
"Florida","FL","Dixie County","12","029","opioid_RxRate","2006","54.7"
"Florida","FL","Duval County","12","031","opioid_RxRate","2006","90.3"
"Florida","FL","Escambia County","12","033","opioid_RxRate","2006","121.6"
"Florida","FL","Flagler County","12","035","opioid_RxRate","2006","91.9"
"Florida","FL","Franklin County","12","037","opioid_RxRate","2006","110.5"
"Florida","FL","Gadsden County","12","039","opioid_RxRate","2006","58.4"
"Florida","FL","Gilchrist County","12","041","opioid_RxRate","2006","59.8"
"Florida","FL","Gulf County","12","045","opioid_RxRate","2006","118.2"
"Florida","FL","Hamilton County","12","047","opioid_RxRate","2006","58.5"
"Florida","FL","Hardee County","12","049","opioid_RxRate","2006","56"
"Florida","FL","Hendry County","12","051","opioid_RxRate","2006","79.7"
"Florida","FL","Hernando County","12","053","opioid_RxRate","2006","101.3"
"Florida","FL","Highlands County","12","055","opioid_RxRate","2006","73.7"
"Florida","FL","Hillsborough County","12","057","opioid_RxRate","2006","110.5"
"Florida","FL","Holmes County","12","059","opioid_RxRate","2006","85.3"
"Florida","FL","Indian River County","12","061","opioid_RxRate","2006","99"
"Florida","FL","Jackson County","12","063","opioid_RxRate","2006","79.3"
"Florida","FL","Jefferson County","12","065","opioid_RxRate","2006","65"
"Florida","FL","Lafayette County","12","067","opioid_RxRate","2006","28.1"
"Florida","FL","Lake County","12","069","opioid_RxRate","2006","85.4"
"Florida","FL","Lee County","12","071","opioid_RxRate","2006","92.8"
"Florida","FL","Leon County","12","073","opioid_RxRate","2006","78.9"
"Florida","FL","Levy County","12","075","opioid_RxRate","2006","96"
"Florida","FL","Liberty County","12","077","opioid_RxRate","2006","13"
"Florida","FL","Madison County","12","079","opioid_RxRate","2006","74"
"Florida","FL","Manatee County","12","081","opioid_RxRate","2006","91.1"
"Florida","FL","Marion County","12","083","opioid_RxRate","2006","92"
"Florida","FL","Martin County","12","085","opioid_RxRate","2006","82.8"
"Florida","FL","Miami-Dade County","12","086","opioid_RxRate","2006","33"
"Florida","FL","Monroe County","12","087","opioid_RxRate","2006","110.2"
"Florida","FL","Nassau County","12","089","opioid_RxRate","2006","101.7"
"Florida","FL","Okaloosa County","12","091","opioid_RxRate","2006","117.2"
"Florida","FL","Okeechobee County","12","093","opioid_RxRate","2006","100.5"
"Florida","FL","Orange County","12","095","opioid_RxRate","2006","62"
"Florida","FL","Osceola County","12","097","opioid_RxRate","2006","63.7"
"Florida","FL","Palm Beach County","12","099","opioid_RxRate","2006","73.7"
"Florida","FL","Pasco County","12","101","opioid_RxRate","2006","110.2"
"Florida","FL","Pinellas County","12","103","opioid_RxRate","2006","100.5"
"Florida","FL","Polk County","12","105","opioid_RxRate","2006","85.7"
"Florida","FL","Putnam County","12","107","opioid_RxRate","2006","102.1"
"Florida","FL","St. Johns County","12","109","opioid_RxRate","2006","81.4"
"Florida","FL","St. Lucie County","12","111","opioid_RxRate","2006","68.5"
"Florida","FL","Santa Rosa County","12","113","opioid_RxRate","2006","110.3"
"Florida","FL","Sarasota County","12","115","opioid_RxRate","2006","91.3"
"Florida","FL","Seminole County","12","117","opioid_RxRate","2006","67.5"
"Florida","FL","Sumter County","12","119","opioid_RxRate","2006","51.1"
"Florida","FL","Suwannee County","12","121","opioid_RxRate","2006","76.4"
"Florida","FL","Taylor County","12","123","opioid_RxRate","2006","104.4"
"Florida","FL","Union County","12","125","opioid_RxRate","2006","59.3"
"Florida","FL","Volusia County","12","127","opioid_RxRate","2006","97.2"
"Florida","FL","Wakulla County","12","129","opioid_RxRate","2006","76.2"
"Florida","FL","Walton County","12","131","opioid_RxRate","2006","105.2"
"Florida","FL","Washington County","12","133","opioid_RxRate","2006","139"
"Georgia","GA","Appling County","13","001","opioid_RxRate","2006","88.9"
"Georgia","GA","Atkinson County","13","003","opioid_RxRate","2006","49.4"
"Georgia","GA","Bacon County","13","005","opioid_RxRate","2006","145.7"
"Georgia","GA","Baldwin County","13","009","opioid_RxRate","2006","85"
"Georgia","GA","Banks County","13","011","opioid_RxRate","2006","7"
"Georgia","GA","Barrow County","13","013","opioid_RxRate","2006","92"
"Georgia","GA","Bartow County","13","015","opioid_RxRate","2006","97.5"
"Georgia","GA","Ben Hill County","13","017","opioid_RxRate","2006","133.3"
"Georgia","GA","Berrien County","13","019","opioid_RxRate","2006","100.1"
"Georgia","GA","Bibb County","13","021","opioid_RxRate","2006","142"
"Georgia","GA","Bleckley County","13","023","opioid_RxRate","2006","128.9"
"Georgia","GA","Brooks County","13","027","opioid_RxRate","2006","75.7"
"Georgia","GA","Bryan County","13","029","opioid_RxRate","2006","55.4"
"Georgia","GA","Bulloch County","13","031","opioid_RxRate","2006","78"
"Georgia","GA","Burke County","13","033","opioid_RxRate","2006","72"
"Georgia","GA","Butts County","13","035","opioid_RxRate","2006","85.6"
"Georgia","GA","Camden County","13","039","opioid_RxRate","2006","87"
"Georgia","GA","Candler County","13","043","opioid_RxRate","2006","130"
"Georgia","GA","Carroll County","13","045","opioid_RxRate","2006","120"
"Georgia","GA","Catoosa County","13","047","opioid_RxRate","2006","138.3"
"Georgia","GA","Charlton County","13","049","opioid_RxRate","2006","91.7"
"Georgia","GA","Chatham County","13","051","opioid_RxRate","2006","97.5"
"Georgia","GA","Chattooga County","13","055","opioid_RxRate","2006","103.4"
"Georgia","GA","Cherokee County","13","057","opioid_RxRate","2006","75.5"
"Georgia","GA","Clarke County","13","059","opioid_RxRate","2006","113.4"
"Georgia","GA","Clay County","13","061","opioid_RxRate","2006","108.6"
"Georgia","GA","Clayton County","13","063","opioid_RxRate","2006","52.1"
"Georgia","GA","Clinch County","13","065","opioid_RxRate","2006","114.7"
"Georgia","GA","Cobb County","13","067","opioid_RxRate","2006","74.9"
"Georgia","GA","Coffee County","13","069","opioid_RxRate","2006","145.7"
"Georgia","GA","Colquitt County","13","071","opioid_RxRate","2006","72.5"
"Georgia","GA","Columbia County","13","073","opioid_RxRate","2006","91.3"
"Georgia","GA","Cook County","13","075","opioid_RxRate","2006","84.3"
"Georgia","GA","Coweta County","13","077","opioid_RxRate","2006","83.8"
"Georgia","GA","Crisp County","13","081","opioid_RxRate","2006","165.2"
"Georgia","GA","Dade County","13","083","opioid_RxRate","2006","64.7"
"Georgia","GA","Dawson County","13","085","opioid_RxRate","2006","138.6"
"Georgia","GA","Decatur County","13","087","opioid_RxRate","2006","104.9"
"Georgia","GA","DeKalb County","13","089","opioid_RxRate","2006","45.7"
"Georgia","GA","Dodge County","13","091","opioid_RxRate","2006","105.9"
"Georgia","GA","Dougherty County","13","095","opioid_RxRate","2006","116.8"
"Georgia","GA","Douglas County","13","097","opioid_RxRate","2006","103.3"
"Georgia","GA","Early County","13","099","opioid_RxRate","2006","104.8"
"Georgia","GA","Effingham County","13","103","opioid_RxRate","2006","62.7"
"Georgia","GA","Elbert County","13","105","opioid_RxRate","2006","133.2"
"Georgia","GA","Emanuel County","13","107","opioid_RxRate","2006","112.4"
"Georgia","GA","Evans County","13","109","opioid_RxRate","2006","143.4"
"Georgia","GA","Fannin County","13","111","opioid_RxRate","2006","94.8"
"Georgia","GA","Fayette County","13","113","opioid_RxRate","2006","80.4"
