"STATE","STATEABBREVIATION","COUNTY","STATEFP","COUNTYFP","INDICATOR","YEAR","VALUE"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2006","7.5"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2007","8.7"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2008","8.9"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2009","8.1"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2010","8.4"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2011","8.9"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2012","9.9"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2013","9.6"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2014","9.7"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2015","12"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2016","12.4"
"Alabama","AL","Barbour County","01","005","drugdeathrate_est","2017","12.7"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2003","8.6"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2004","10"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2005","10.8"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2006","13.2"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2007","13.2"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2008","14.5"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2009","14.7"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2010","12.1"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2011","12.8"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2012","13.7"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2013","13.7"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2014","16.1"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2015","16.1"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2016","21"
"Alabama","AL","Bibb County","01","007","drugdeathrate_est","2017","20.7"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2003","8.6"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2004","10.8"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2005","10.3"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2006","11.3"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2007","13.3"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2008","18.4"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2009","15.5"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2010","15.4"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2011","15.2"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2012","19.7"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2013","18.1"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2014","18.2"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2015","18.8"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2016","22.5"
"Alabama","AL","Blount County","01","009","drugdeathrate_est","2017","26.1"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2003","6"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2004","6.3"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2005","6.9"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2006","7.8"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2007","8.1"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2008","8.2"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2009","8.4"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2010","8.7"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2011","9.3"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2012","9.2"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2013","9.6"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2014","10.1"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2015","11.5"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2016","13.1"
"Alabama","AL","Bullock County","01","011","drugdeathrate_est","2017","13.9"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2003","7.2"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2004","7.4"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2005","8.4"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2006","8.8"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2007","9.2"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2008","10.2"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2009","9.9"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2010","10.7"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2011","10.9"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2012","10.4"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2013","12"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2014","11.4"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2015","12.8"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2016","15.7"
"Alabama","AL","Butler County","01","013","drugdeathrate_est","2017","14.9"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2003","7.3"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2004","7.1"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2005","9.3"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2006","9.5"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2007","11.2"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2008","14"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2009","12"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2010","14.4"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2011","12.5"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2012","10.3"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2013","10.6"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2014","15.1"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2015","16.3"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2016","15.6"
"Alabama","AL","Calhoun County","01","015","drugdeathrate_est","2017","23.1"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2003","6.9"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2004","7"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2005","8.1"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2006","8.4"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2007","8.7"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2008","10"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2009","9.4"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2010","10.5"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2011","10.7"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2012","10.2"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2013","11.4"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2014","10.3"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2015","11.5"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2016","14"
"Alabama","AL","Chambers County","01","017","drugdeathrate_est","2017","14.3"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2003","9.4"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2004","10.3"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2005","10.2"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2006","13.2"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2007","15.4"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2008","13"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2009","14"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2010","13.6"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2011","13.8"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2012","17.7"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2013","14.8"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2014","15.5"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2015","18"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2016","19.5"
"Alabama","AL","Cherokee County","01","019","drugdeathrate_est","2017","19.2"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2003","8.9"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2004","8.6"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2005","10.3"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2006","14.5"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2007","12.6"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2008","11.6"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2009","13.4"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2010","14.8"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2011","13.1"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2012","12.6"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2013","13.5"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2014","13.6"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2015","16.7"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2016","14.7"
"Alabama","AL","Chilton County","01","021","drugdeathrate_est","2017","17.1"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2003","7.7"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2004","8.1"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2005","8.8"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2006","10.1"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2007","10.2"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2008","11.3"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2009","11"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2010","11"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2011","12.3"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2012","12"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2013","12.6"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2014","13.5"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2015","13.8"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2016","17.2"
"Alabama","AL","Choctaw County","01","023","drugdeathrate_est","2017","18.5"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2003","7.8"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2004","8.5"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2005","9"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2006","10.2"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2007","9.5"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2008","10.9"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2009","11.1"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2010","10.1"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2011","12.1"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2012","11.1"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2013","11.1"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2014","12.1"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2015","13.1"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2016","14.3"
"Alabama","AL","Clarke County","01","025","drugdeathrate_est","2017","16.4"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2003","7.9"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2004","8.4"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2005","9.1"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2006","10.5"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2007","10.9"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2008","11.2"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2009","10.9"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2010","11.8"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2011","12.7"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2012","11.9"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2013","13.1"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2014","13.9"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2015","14.7"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2016","16.7"
"Alabama","AL","Clay County","01","027","drugdeathrate_est","2017","17.9"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2003","9.1"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2004","10.1"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2005","10.8"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2006","11.6"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2007","12.1"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2008","12.4"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2009","13"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2010","14"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2011","15.1"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2012","14.7"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2013","14.2"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2014","17.4"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2015","18.9"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2016","20.8"
"Alabama","AL","Cleburne County","01","029","drugdeathrate_est","2017","20.3"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2003","6.5"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2004","6.2"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2005","6.6"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2006","7.7"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2007","7.7"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2008","8.1"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2009","8.5"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2010","8.7"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2011","8.9"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2012","8.4"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2013","9.8"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2014","10.2"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2015","9.9"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2016","12.2"
"Alabama","AL","Coffee County","01","031","drugdeathrate_est","2017","12.5"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2003","7.2"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2004","7.1"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2009","10.4"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2005","8.2"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2006","7.8"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2007","9.6"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2008","8.5"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2009","9.3"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2010","8.6"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2011","9.7"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2012","9.3"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2013","9.6"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2014","11.2"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2015","12"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2016","12.9"
"Alabama","AL","Colbert County","01","033","drugdeathrate_est","2017","13.2"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2003","8.7"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2004","9.6"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2005","9.5"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2006","11"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2007","12"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2008","11.8"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2009","12.5"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2010","12.5"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2011","12.6"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2012","13.2"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2013","13.6"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2014","14.3"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2015","15.5"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2016","17.7"
"Alabama","AL","Conecuh County","01","035","drugdeathrate_est","2017","19.6"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2003","7.4"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2004","7.8"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2005","8.4"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2006","9.4"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2007","9.8"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2008","10"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2009","10.2"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2010","11"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2011","11.2"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2012","11.6"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2013","12.1"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2014","12.5"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2015","13.3"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2016","15.2"
"Alabama","AL","Coosa County","01","037","drugdeathrate_est","2017","16.9"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2003","7.8"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2004","7.6"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2005","8.1"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2006","8.6"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2007","10.4"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2008","9.5"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2010","9.9"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2011","10.5"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2012","10.4"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2013","12.2"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2014","13.5"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2015","13.1"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2016","15.9"
"Alabama","AL","Covington County","01","039","drugdeathrate_est","2017","15.1"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2003","6.6"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2004","7"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2005","7.6"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2006","9.2"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2007","9"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2008","9.2"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2009","9.6"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2010","9.7"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2011","10.6"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2012","10.3"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2013","10.8"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2014","11.5"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2015","12"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2016","14.8"
"Alabama","AL","Crenshaw County","01","041","drugdeathrate_est","2017","15.1"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2003","7.6"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2004","8.9"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2005","8.5"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2006","10.6"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2007","9.9"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2008","12.9"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2009","11.5"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2010","11.5"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2011","13.5"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2012","14.2"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2013","16.4"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2014","24.1"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2015","17.8"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2016","20.9"
"Alabama","AL","Cullman County","01","043","drugdeathrate_est","2017","21.7"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2003","6"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2004","7.1"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2005","7.3"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2006","8.1"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2007","7.8"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2008","8.3"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2009","9.7"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2010","8.9"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2011","9.4"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2012","9.3"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2013","10.8"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2014","10.5"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2015","11.7"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2016","12.7"
"Alabama","AL","Dale County","01","045","drugdeathrate_est","2017","11.7"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2003","5.7"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2004","6.5"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2005","6.7"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2006","7.4"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2007","7.5"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2008","7.9"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2009","8.3"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2010","8.3"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2011","9.4"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2012","8.7"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2013","9.4"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2014","10.6"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2015","10.3"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2016","11.6"
"Alabama","AL","Dallas County","01","047","drugdeathrate_est","2017","12.8"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2003","10.1"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2004","9.3"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2005","9.8"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2006","11.8"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2007","14.2"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2008","14.4"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2009","15.9"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2010","14"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2011","15.5"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2012","17.8"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2013","22.1"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2014","13"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2015","21.7"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2016","23"
"Alabama","AL","DeKalb County","01","049","drugdeathrate_est","2017","28.9"
