"STATE","STATEABBREVIATION","COUNTY","STATEFP","COUNTYFP","INDICATOR","YEAR","VALUE"
"Alabama","AL","Talladega County","01","121","drugdeathrate","2010",""
"Alabama","AL","Marengo County","01","091","drugdeathrate","2010",""
"Alabama","AL","Macon County","01","087","drugdeathrate","2010",""
"Alabama","AL","Walker County","01","127","drugdeathrate","2010","50.7"
"Alabama","AL","Lee County","01","081","drugdeathrate","2010",""
"Alabama","AL","Washington County","01","129","drugdeathrate","2010",""
"Alabama","AL","Geneva County","01","061","drugdeathrate","2010",""
"Alabama","AL","Fayette County","01","057","drugdeathrate","2010",""
"Alabama","AL","Sumter County","01","119","drugdeathrate","2010",""
"Alabama","AL","Barbour County","01","005","drugdeathrate","2010",""
"Alabama","AL","Coosa County","01","037","drugdeathrate","2010",""
"Alabama","AL","Autauga County","01","001","drugdeathrate","2010",""
"Alabama","AL","Lauderdale County","01","077","drugdeathrate","2010",""
"Alabama","AL","Dale County","01","045","drugdeathrate","2010",""
"Alabama","AL","Escambia County","01","053","drugdeathrate","2010",""
"Alabama","AL","Baldwin County","01","003","drugdeathrate","2010","14.3"
"Alabama","AL","Elmore County","01","051","drugdeathrate","2010",""
"Alabama","AL","Franklin County","01","059","drugdeathrate","2011",""
"Alabama","AL","Walker County","01","127","drugdeathrate","2011","55.5"
"Alabama","AL","Houston County","01","069","drugdeathrate","2011",""
"Alabama","AL","Etowah County","01","055","drugdeathrate","2011",""
"Alabama","AL","Marion County","01","093","drugdeathrate","2011",""
"Alabama","AL","Tallapoosa County","01","123","drugdeathrate","2011",""
"Alabama","AL","Chambers County","01","017","drugdeathrate","2011",""
"Alabama","AL","Baldwin County","01","003","drugdeathrate","2011","12.9"
"Alabama","AL","Shelby County","01","117","drugdeathrate","2011","13.6"
"Alabama","AL","Jackson County","01","071","drugdeathrate","2011",""
"Alabama","AL","Jefferson County","01","073","drugdeathrate","2011","12.9"
"Alabama","AL","Talladega County","01","121","drugdeathrate","2011",""
"Alabama","AL","Wilcox County","01","131","drugdeathrate","2011",""
"Alabama","AL","Macon County","01","087","drugdeathrate","2011",""
"Alabama","AL","Crenshaw County","01","041","drugdeathrate","2011",""
"Alabama","AL","Tuscaloosa County","01","125","drugdeathrate","2011","11.2"
"Alabama","AL","Geneva County","01","061","drugdeathrate","2011",""
"Alabama","AL","DeKalb County","01","049","drugdeathrate","2011",""
"Alabama","AL","Madison County","01","089","drugdeathrate","2011","8.8"
"Alabama","AL","Bibb County","01","007","drugdeathrate","2011",""
"Alabama","AL","Dallas County","01","047","drugdeathrate","2011",""
"Alabama","AL","Choctaw County","01","023","drugdeathrate","2011",""
"Alabama","AL","Clarke County","01","025","drugdeathrate","2011",""
"Alabama","AL","Elmore County","01","051","drugdeathrate","2011",""
"Alabama","AL","Blount County","01","009","drugdeathrate","2011",""
"Alabama","AL","Washington County","01","129","drugdeathrate","2011",""
"Alabama","AL","Mobile County","01","097","drugdeathrate","2011","11.6"
"Alabama","AL","Conecuh County","01","035","drugdeathrate","2011",""
"Alabama","AL","Barbour County","01","005","drugdeathrate","2011",""
"Alabama","AL","Henry County","01","067","drugdeathrate","2011",""
"Alabama","AL","Fayette County","01","057","drugdeathrate","2011",""
"Alabama","AL","Dale County","01","045","drugdeathrate","2011",""
"Alabama","AL","Coffee County","01","031","drugdeathrate","2011",""
"Alabama","AL","Clay County","01","027","drugdeathrate","2011",""
"Alabama","AL","Bullock County","01","011","drugdeathrate","2011",""
"Alabama","AL","Montgomery County","01","101","drugdeathrate","2011",""
"Alabama","AL","Sumter County","01","119","drugdeathrate","2011",""
"Alabama","AL","Perry County","01","105","drugdeathrate","2011",""
"Alabama","AL","Russell County","01","113","drugdeathrate","2011",""
"Alabama","AL","Monroe County","01","099","drugdeathrate","2011",""
"Alabama","AL","Cleburne County","01","029","drugdeathrate","2011",""
"Alabama","AL","Lowndes County","01","085","drugdeathrate","2011",""
"Alabama","AL","Coosa County","01","037","drugdeathrate","2011",""
"Alabama","AL","Limestone County","01","083","drugdeathrate","2011",""
"Alabama","AL","Lauderdale County","01","077","drugdeathrate","2011",""
"Alabama","AL","Chilton County","01","021","drugdeathrate","2011",""
"Alabama","AL","Pickens County","01","107","drugdeathrate","2011",""
"Alabama","AL","Escambia County","01","053","drugdeathrate","2011",""
"Alabama","AL","Calhoun County","01","015","drugdeathrate","2011",""
"Alabama","AL","Lawrence County","01","079","drugdeathrate","2011",""
"Alabama","AL","Lamar County","01","075","drugdeathrate","2011",""
"Alabama","AL","Cherokee County","01","019","drugdeathrate","2011",""
"Alabama","AL","Colbert County","01","033","drugdeathrate","2011",""
"Alabama","AL","Cullman County","01","043","drugdeathrate","2011",""
"Alabama","AL","Butler County","01","013","drugdeathrate","2011",""
"Alabama","AL","Morgan County","01","103","drugdeathrate","2011",""
"Alabama","AL","Marengo County","01","091","drugdeathrate","2011",""
"Alabama","AL","Randolph County","01","111","drugdeathrate","2011",""
"Alabama","AL","St. Clair County","01","115","drugdeathrate","2011",""
"Alabama","AL","Marshall County","01","095","drugdeathrate","2011",""
"Alabama","AL","Greene County","01","063","drugdeathrate","2011",""
"Alabama","AL","Autauga County","01","001","drugdeathrate","2011",""
"Alabama","AL","Covington County","01","039","drugdeathrate","2011",""
"Alabama","AL","Pike County","01","109","drugdeathrate","2011",""
"Alabama","AL","Lee County","01","081","drugdeathrate","2011",""
"Alabama","AL","Hale County","01","065","drugdeathrate","2011",""
"Alabama","AL","Winston County","01","133","drugdeathrate","2011",""
"Alabama","AL","DeKalb County","01","049","drugdeathrate","2012",""
"Alabama","AL","Walker County","01","127","drugdeathrate","2012","34.7"
"Alabama","AL","Cherokee County","01","019","drugdeathrate","2012",""
"Alabama","AL","Monroe County","01","099","drugdeathrate","2012",""
"Alabama","AL","Choctaw County","01","023","drugdeathrate","2012",""
"Alabama","AL","Crenshaw County","01","041","drugdeathrate","2012",""
"Alabama","AL","Lee County","01","081","drugdeathrate","2012",""
"Alabama","AL","Conecuh County","01","035","drugdeathrate","2012",""
"Alabama","AL","Dallas County","01","047","drugdeathrate","2012",""
"Alabama","AL","Greene County","01","063","drugdeathrate","2012",""
"Alabama","AL","Geneva County","01","061","drugdeathrate","2012",""
"Alabama","AL","Shelby County","01","117","drugdeathrate","2012","18.9"
"Alabama","AL","Lawrence County","01","079","drugdeathrate","2012",""
"Alabama","AL","Henry County","01","067","drugdeathrate","2012",""
"Alabama","AL","Coffee County","01","031","drugdeathrate","2012",""
"Alabama","AL","Limestone County","01","083","drugdeathrate","2012",""
"Alabama","AL","Tuscaloosa County","01","125","drugdeathrate","2012","15.6"
"Alabama","AL","Bibb County","01","007","drugdeathrate","2012",""
"Alabama","AL","Montgomery County","01","101","drugdeathrate","2012",""
"Alabama","AL","Randolph County","01","111","drugdeathrate","2012",""
"Alabama","AL","Cullman County","01","043","drugdeathrate","2012",""
"Alabama","AL","Sumter County","01","119","drugdeathrate","2012",""
"Alabama","AL","Madison County","01","089","drugdeathrate","2012","8.2"
"Alabama","AL","Perry County","01","105","drugdeathrate","2012",""
"Alabama","AL","Chambers County","01","017","drugdeathrate","2012",""
"Alabama","AL","Marengo County","01","091","drugdeathrate","2012",""
"Alabama","AL","Barbour County","01","005","drugdeathrate","2012",""
"Alabama","AL","Talladega County","01","121","drugdeathrate","2012",""
"Alabama","AL","Calhoun County","01","015","drugdeathrate","2012",""
"Alabama","AL","Etowah County","01","055","drugdeathrate","2012",""
"Alabama","AL","Tallapoosa County","01","123","drugdeathrate","2012",""
"Alabama","AL","St. Clair County","01","115","drugdeathrate","2012",""
"Alabama","AL","Covington County","01","039","drugdeathrate","2012",""
"Alabama","AL","Escambia County","01","053","drugdeathrate","2012",""
"Alabama","AL","Macon County","01","087","drugdeathrate","2012",""
"Alabama","AL","Clarke County","01","025","drugdeathrate","2012",""
"Alabama","AL","Colbert County","01","033","drugdeathrate","2012",""
"Alabama","AL","Franklin County","01","059","drugdeathrate","2012",""
"Alabama","AL","Wilcox County","01","131","drugdeathrate","2012",""
"Alabama","AL","Cleburne County","01","029","drugdeathrate","2012",""
"Alabama","AL","Baldwin County","01","003","drugdeathrate","2012","17.8"
"Alabama","AL","Jefferson County","01","073","drugdeathrate","2012","10.9"
"Alabama","AL","Chilton County","01","021","drugdeathrate","2012",""
"Alabama","AL","Jackson County","01","071","drugdeathrate","2012",""
"Alabama","AL","Winston County","01","133","drugdeathrate","2012",""
"Alabama","AL","Lowndes County","01","085","drugdeathrate","2012",""
"Alabama","AL","Houston County","01","069","drugdeathrate","2012",""
"Alabama","AL","Mobile County","01","097","drugdeathrate","2012","14.3"
"Alabama","AL","Dale County","01","045","drugdeathrate","2012",""
"Alabama","AL","Bullock County","01","011","drugdeathrate","2012",""
"Alabama","AL","Butler County","01","013","drugdeathrate","2012",""
"Alabama","AL","Lauderdale County","01","077","drugdeathrate","2012",""
"Alabama","AL","Blount County","01","009","drugdeathrate","2012",""
"Alabama","AL","Pickens County","01","107","drugdeathrate","2012",""
"Alabama","AL","Morgan County","01","103","drugdeathrate","2012","16.6"
"Alabama","AL","Lamar County","01","075","drugdeathrate","2012",""
"Alabama","AL","Elmore County","01","051","drugdeathrate","2012",""
"Alabama","AL","Fayette County","01","057","drugdeathrate","2012",""
"Alabama","AL","Autauga County","01","001","drugdeathrate","2012",""
"Alabama","AL","Pike County","01","109","drugdeathrate","2012",""
"Alabama","AL","Hale County","01","065","drugdeathrate","2012",""
"Alabama","AL","Russell County","01","113","drugdeathrate","2012",""
"Alabama","AL","Coosa County","01","037","drugdeathrate","2012",""
"Alabama","AL","Marion County","01","093","drugdeathrate","2012",""
"Alabama","AL","Marshall County","01","095","drugdeathrate","2012",""
"Alabama","AL","Washington County","01","129","drugdeathrate","2012",""
"Alabama","AL","Clay County","01","027","drugdeathrate","2012",""
"Alabama","AL","Tuscaloosa County","01","125","drugdeathrate","2013","16.4"
"Alabama","AL","Shelby County","01","117","drugdeathrate","2013","14.7"
"Alabama","AL","Wilcox County","01","131","drugdeathrate","2013",""
"Alabama","AL","Jefferson County","01","073","drugdeathrate","2013","14.6"
"Alabama","AL","Etowah County","01","055","drugdeathrate","2013","20.2"
"Alabama","AL","Coffee County","01","031","drugdeathrate","2013",""
"Alabama","AL","Calhoun County","01","015","drugdeathrate","2013",""
"Alabama","AL","Cleburne County","01","029","drugdeathrate","2013",""
"Alabama","AL","Winston County","01","133","drugdeathrate","2013",""
"Alabama","AL","Coosa County","01","037","drugdeathrate","2013",""
"Alabama","AL","Dale County","01","045","drugdeathrate","2013",""
"Alabama","AL","Greene County","01","063","drugdeathrate","2013",""
"Alabama","AL","Morgan County","01","103","drugdeathrate","2013",""
"Alabama","AL","Monroe County","01","099","drugdeathrate","2013",""
"Alabama","AL","Autauga County","01","001","drugdeathrate","2013",""
"Alabama","AL","Pickens County","01","107","drugdeathrate","2013",""
"Alabama","AL","Chambers County","01","017","drugdeathrate","2013",""
"Alabama","AL","Montgomery County","01","101","drugdeathrate","2013",""
"Alabama","AL","Washington County","01","129","drugdeathrate","2013",""
"Alabama","AL","Conecuh County","01","035","drugdeathrate","2013",""
"Alabama","AL","Lawrence County","01","079","drugdeathrate","2013",""
"Alabama","AL","Sumter County","01","119","drugdeathrate","2013",""
"Alabama","AL","Macon County","01","087","drugdeathrate","2013",""
"Alabama","AL","Barbour County","01","005","drugdeathrate","2013",""
"Alabama","AL","Geneva County","01","061","drugdeathrate","2013",""
"Alabama","AL","Marshall County","01","095","drugdeathrate","2013",""
"Alabama","AL","Cherokee County","01","019","drugdeathrate","2013",""
"Alabama","AL","Clay County","01","027","drugdeathrate","2013",""
"Alabama","AL","Elmore County","01","051","drugdeathrate","2013",""
"Alabama","AL","Lowndes County","01","085","drugdeathrate","2013",""
"Alabama","AL","Colbert County","01","033","drugdeathrate","2013",""
"Alabama","AL","Franklin County","01","059","drugdeathrate","2013",""
"Alabama","AL","Baldwin County","01","003","drugdeathrate","2013","11.3"
"Alabama","AL","Blount County","01","009","drugdeathrate","2013",""
"Alabama","AL","Clarke County","01","025","drugdeathrate","2013",""
"Alabama","AL","Pike County","01","109","drugdeathrate","2013",""
"Alabama","AL","Lamar County","01","075","drugdeathrate","2013",""
"Alabama","AL","Lauderdale County","01","077","drugdeathrate","2013",""
"Alabama","AL","Escambia County","01","053","drugdeathrate","2013",""
"Alabama","AL","Henry County","01","067","drugdeathrate","2013",""
"Alabama","AL","Marion County","01","093","drugdeathrate","2013",""
"Alabama","AL","Jackson County","01","071","drugdeathrate","2013",""
"Alabama","AL","St. Clair County","01","115","drugdeathrate","2013","25.5"
"Alabama","AL","Randolph County","01","111","drugdeathrate","2013",""
"Alabama","AL","Talladega County","01","121","drugdeathrate","2013",""
"Alabama","AL","Russell County","01","113","drugdeathrate","2013",""
"Alabama","AL","Bibb County","01","007","drugdeathrate","2013",""
"Alabama","AL","Madison County","01","089","drugdeathrate","2013","6.6"
"Alabama","AL","Chilton County","01","021","drugdeathrate","2013",""
"Alabama","AL","Walker County","01","127","drugdeathrate","2013","39.4"
"Alabama","AL","DeKalb County","01","049","drugdeathrate","2013","32.4"
"Alabama","AL","Fayette County","01","057","drugdeathrate","2013",""
"Alabama","AL","Dallas County","01","047","drugdeathrate","2013",""
"Alabama","AL","Limestone County","01","083","drugdeathrate","2013",""
"Alabama","AL","Perry County","01","105","drugdeathrate","2013",""
"Alabama","AL","Butler County","01","013","drugdeathrate","2013",""
"Alabama","AL","Crenshaw County","01","041","drugdeathrate","2013",""
"Alabama","AL","Tallapoosa County","01","123","drugdeathrate","2013",""
"Alabama","AL","Hale County","01","065","drugdeathrate","2013",""
"Alabama","AL","Cullman County","01","043","drugdeathrate","2013",""
"Alabama","AL","Choctaw County","01","023","drugdeathrate","2013",""
"Alabama","AL","Bullock County","01","011","drugdeathrate","2013",""
"Alabama","AL","Houston County","01","069","drugdeathrate","2013","19.3"
"Alabama","AL","Marengo County","01","091","drugdeathrate","2013",""
"Alabama","AL","Covington County","01","039","drugdeathrate","2013",""
"Alabama","AL","Mobile County","01","097","drugdeathrate","2013","15.5"
"Alabama","AL","Lee County","01","081","drugdeathrate","2013",""
"Alabama","AL","Tuscaloosa County","01","125","drugdeathrate","2014","11.9"
"Alabama","AL","Choctaw County","01","023","drugdeathrate","2014",""
"Alabama","AL","Jackson County","01","071","drugdeathrate","2014",""
"Alabama","AL","Calhoun County","01","015","drugdeathrate","2014",""
"Alabama","AL","Shelby County","01","117","drugdeathrate","2014","19.4"
"Alabama","AL","Greene County","01","063","drugdeathrate","2014",""
"Alabama","AL","Baldwin County","01","003","drugdeathrate","2014","19"
"Alabama","AL","Lee County","01","081","drugdeathrate","2014",""
"Alabama","AL","Winston County","01","133","drugdeathrate","2014",""
"Alabama","AL","Limestone County","01","083","drugdeathrate","2014",""
"Alabama","AL","St. Clair County","01","115","drugdeathrate","2014","39.2"
"Alabama","AL","Cherokee County","01","019","drugdeathrate","2014",""
"Alabama","AL","Madison County","01","089","drugdeathrate","2014","6.6"
"Alabama","AL","Jefferson County","01","073","drugdeathrate","2014","26.5"
"Alabama","AL","Blount County","01","009","drugdeathrate","2014",""
"Alabama","AL","Morgan County","01","103","drugdeathrate","2014",""
"Alabama","AL","Montgomery County","01","101","drugdeathrate","2014",""
"Alabama","AL","Macon County","01","087","drugdeathrate","2014",""
"Alabama","AL","Bibb County","01","007","drugdeathrate","2014",""
"Alabama","AL","Washington County","01","129","drugdeathrate","2014",""
"Alabama","AL","Coosa County","01","037","drugdeathrate","2014",""
"Alabama","AL","Chilton County","01","021","drugdeathrate","2014",""
"Alabama","AL","Etowah County","01","055","drugdeathrate","2014",""
"Alabama","AL","Conecuh County","01","035","drugdeathrate","2014",""
"Alabama","AL","Dale County","01","045","drugdeathrate","2014",""
"Alabama","AL","Randolph County","01","111","drugdeathrate","2014",""
"Alabama","AL","Butler County","01","013","drugdeathrate","2014",""
"Alabama","AL","Monroe County","01","099","drugdeathrate","2014",""
"Alabama","AL","Mobile County","01","097","drugdeathrate","2014","13.5"
"Alabama","AL","Lowndes County","01","085","drugdeathrate","2014",""
"Alabama","AL","Marshall County","01","095","drugdeathrate","2014","22.2"
"Alabama","AL","Escambia County","01","053","drugdeathrate","2014",""
"Alabama","AL","Clay County","01","027","drugdeathrate","2014",""
"Alabama","AL","Dallas County","01","047","drugdeathrate","2014",""
"Alabama","AL","Clarke County","01","025","drugdeathrate","2014",""
"Alabama","AL","Perry County","01","105","drugdeathrate","2014",""
"Alabama","AL","Cleburne County","01","029","drugdeathrate","2014",""
"Alabama","AL","Autauga County","01","001","drugdeathrate","2014",""
"Alabama","AL","Hale County","01","065","drugdeathrate","2014",""
"Alabama","AL","Russell County","01","113","drugdeathrate","2014",""
"Alabama","AL","Chambers County","01","017","drugdeathrate","2014",""
"Alabama","AL","Talladega County","01","121","drugdeathrate","2014",""
"Alabama","AL","Henry County","01","067","drugdeathrate","2014",""
"Alabama","AL","Lamar County","01","075","drugdeathrate","2014",""
"Alabama","AL","Wilcox County","01","131","drugdeathrate","2014",""
"Alabama","AL","Covington County","01","039","drugdeathrate","2014",""
"Alabama","AL","Walker County","01","127","drugdeathrate","2014","33.6"
"Alabama","AL","Sumter County","01","119","drugdeathrate","2014",""
"Alabama","AL","Tallapoosa County","01","123","drugdeathrate","2014",""
"Alabama","AL","DeKalb County","01","049","drugdeathrate","2014",""
"Alabama","AL","Marion County","01","093","drugdeathrate","2014",""
"Alabama","AL","Cullman County","01","043","drugdeathrate","2014","36.9"
"Alabama","AL","Bullock County","01","011","drugdeathrate","2014",""
"Alabama","AL","Crenshaw County","01","041","drugdeathrate","2014",""
"Alabama","AL","Pike County","01","109","drugdeathrate","2014",""
"Alabama","AL","Marengo County","01","091","drugdeathrate","2014",""
"Alabama","AL","Colbert County","01","033","drugdeathrate","2014",""
"Alabama","AL","Elmore County","01","051","drugdeathrate","2014",""
"Alabama","AL","Barbour County","01","005","drugdeathrate","2014",""
"Alabama","AL","Lauderdale County","01","077","drugdeathrate","2014",""
"Alabama","AL","Coffee County","01","031","drugdeathrate","2014",""
"Alabama","AL","Lawrence County","01","079","drugdeathrate","2014",""
"Alabama","AL","Houston County","01","069","drugdeathrate","2014",""
"Alabama","AL","Franklin County","01","059","drugdeathrate","2014",""
"Alabama","AL","Geneva County","01","061","drugdeathrate","2014",""
"Alabama","AL","Fayette County","01","057","drugdeathrate","2014",""
"Alabama","AL","Pickens County","01","107","drugdeathrate","2014",""
"Alabama","AL","DeKalb County","01","049","drugdeathrate","2015",""
"Alabama","AL","Clay County","01","027","drugdeathrate","2015",""
"Alabama","AL","Pickens County","01","107","drugdeathrate","2015",""
"Alabama","AL","Blount County","01","009","drugdeathrate","2015",""
"Alabama","AL","Colbert County","01","033","drugdeathrate","2015",""
"Alabama","AL","Coffee County","01","031","drugdeathrate","2015",""
"Alabama","AL","Jefferson County","01","073","drugdeathrate","2015","24.8"
"Alabama","AL","Limestone County","01","083","drugdeathrate","2015",""
"Alabama","AL","Crenshaw County","01","041","drugdeathrate","2015",""
"Alabama","AL","Montgomery County","01","101","drugdeathrate","2015",""
"Alabama","AL","Shelby County","01","117","drugdeathrate","2015","19.6"
"Alabama","AL","Cherokee County","01","019","drugdeathrate","2015",""
"Alabama","AL","Escambia County","01","053","drugdeathrate","2015",""
"Alabama","AL","Talladega County","01","121","drugdeathrate","2015",""
"Alabama","AL","Monroe County","01","099","drugdeathrate","2015",""
"Alabama","AL","Morgan County","01","103","drugdeathrate","2015","21.7"
"Alabama","AL","Madison County","01","089","drugdeathrate","2015","11.6"
"Alabama","AL","Bullock County","01","011","drugdeathrate","2015",""
"Alabama","AL","Houston County","01","069","drugdeathrate","2015",""
"Alabama","AL","Butler County","01","013","drugdeathrate","2015",""
"Alabama","AL","Calhoun County","01","015","drugdeathrate","2015","17.3"
"Alabama","AL","Etowah County","01","055","drugdeathrate","2015","21.3"
"Alabama","AL","Elmore County","01","051","drugdeathrate","2015",""
"Alabama","AL","Pike County","01","109","drugdeathrate","2015",""
"Alabama","AL","Washington County","01","129","drugdeathrate","2015",""
"Alabama","AL","Choctaw County","01","023","drugdeathrate","2015",""
"Alabama","AL","Fayette County","01","057","drugdeathrate","2015",""
"Alabama","AL","Geneva County","01","061","drugdeathrate","2015",""
"Alabama","AL","Marion County","01","093","drugdeathrate","2015",""
"Alabama","AL","Winston County","01","133","drugdeathrate","2015",""
"Alabama","AL","Coosa County","01","037","drugdeathrate","2015",""
"Alabama","AL","Lauderdale County","01","077","drugdeathrate","2015",""
"Alabama","AL","Wilcox County","01","131","drugdeathrate","2015",""
"Alabama","AL","Chambers County","01","017","drugdeathrate","2015",""
"Alabama","AL","Randolph County","01","111","drugdeathrate","2015",""
"Alabama","AL","Jackson County","01","071","drugdeathrate","2015",""
"Alabama","AL","Clarke County","01","025","drugdeathrate","2015",""
"Alabama","AL","Macon County","01","087","drugdeathrate","2015",""
"Alabama","AL","Lee County","01","081","drugdeathrate","2015",""
"Alabama","AL","Lamar County","01","075","drugdeathrate","2015",""
"Alabama","AL","Cleburne County","01","029","drugdeathrate","2015",""
"Alabama","AL","Marshall County","01","095","drugdeathrate","2015","25.3"
"Alabama","AL","Baldwin County","01","003","drugdeathrate","2015","21.1"
"Alabama","AL","Autauga County","01","001","drugdeathrate","2015",""
"Alabama","AL","Covington County","01","039","drugdeathrate","2015",""
"Alabama","AL","Tallapoosa County","01","123","drugdeathrate","2015",""
"Alabama","AL","Mobile County","01","097","drugdeathrate","2015","16.6"
"Alabama","AL","Marengo County","01","091","drugdeathrate","2015",""
"Alabama","AL","Bibb County","01","007","drugdeathrate","2015",""
"Alabama","AL","Tuscaloosa County","01","125","drugdeathrate","2015","13.2"
"Alabama","AL","Hale County","01","065","drugdeathrate","2015",""
"Alabama","AL","Henry County","01","067","drugdeathrate","2015",""
"Alabama","AL","Cullman County","01","043","drugdeathrate","2015",""
"Alabama","AL","Dallas County","01","047","drugdeathrate","2015",""
"Alabama","AL","Perry County","01","105","drugdeathrate","2015",""
"Alabama","AL","Barbour County","01","005","drugdeathrate","2015",""
"Alabama","AL","Franklin County","01","059","drugdeathrate","2015",""
"Alabama","AL","St. Clair County","01","115","drugdeathrate","2015","23"
"Alabama","AL","Walker County","01","127","drugdeathrate","2015",""
"Alabama","AL","Chilton County","01","021","drugdeathrate","2015",""
"Alabama","AL","Greene County","01","063","drugdeathrate","2015",""
"Alabama","AL","Conecuh County","01","035","drugdeathrate","2015",""
"Alabama","AL","Lowndes County","01","085","drugdeathrate","2015",""
"Alabama","AL","Lawrence County","01","079","drugdeathrate","2015",""
"Alabama","AL","Russell County","01","113","drugdeathrate","2015",""
"Alabama","AL","Dale County","01","045","drugdeathrate","2015",""
"Alabama","AL","Sumter County","01","119","drugdeathrate","2015",""
"Alabama","AL","Blount County","01","009","drugdeathrate","2016",""
"Alabama","AL","Chambers County","01","017","drugdeathrate","2016",""
"Alabama","AL","Marengo County","01","091","drugdeathrate","2016",""
"Alabama","AL","Etowah County","01","055","drugdeathrate","2016",""
"Alabama","AL","Morgan County","01","103","drugdeathrate","2016",""
"Alabama","AL","Jackson County","01","071","drugdeathrate","2016",""
"Alabama","AL","Clarke County","01","025","drugdeathrate","2016",""
"Alabama","AL","Henry County","01","067","drugdeathrate","2016",""
"Alabama","AL","Madison County","01","089","drugdeathrate","2016","17.1"
"Alabama","AL","Colbert County","01","033","drugdeathrate","2016",""
"Alabama","AL","Wilcox County","01","131","drugdeathrate","2016",""
"Alabama","AL","Autauga County","01","001","drugdeathrate","2016",""
"Alabama","AL","Bullock County","01","011","drugdeathrate","2016",""
"Alabama","AL","Covington County","01","039","drugdeathrate","2016",""
"Alabama","AL","Greene County","01","063","drugdeathrate","2016",""
"Alabama","AL","Cullman County","01","043","drugdeathrate","2016",""
"Alabama","AL","Pickens County","01","107","drugdeathrate","2016",""
"Alabama","AL","Russell County","01","113","drugdeathrate","2016",""
"Alabama","AL","Choctaw County","01","023","drugdeathrate","2016",""
"Alabama","AL","Bibb County","01","007","drugdeathrate","2016",""
"Alabama","AL","Cherokee County","01","019","drugdeathrate","2016",""
"Alabama","AL","Talladega County","01","121","drugdeathrate","2016",""
"Alabama","AL","Limestone County","01","083","drugdeathrate","2016",""
"Alabama","AL","St. Clair County","01","115","drugdeathrate","2016","32.9"
"Alabama","AL","Randolph County","01","111","drugdeathrate","2016",""
